,Length,Language,Messsage
14788,1,English,pink
14789,7,English,ah well that answers that I guess
14790,2,English,light green
14791,4,English,any blue in it
14792,9,English,Its not the yellowish green and not the blue
14793,2,English,blue grey
14794,5,English,grey with a white tint
14795,1,English,yellow
14796,1,English,pink
14797,3,English,closer to brown
14798,1,English,red
14799,2,English,bright blue
14800,5,English,grey with a purple tint
14801,1,English,grey
14802,1,English,red
14803,1,English,purple
14804,1,English,orange
14805,1,English,green
14806,1,English,purple
14807,1,English,yello
14808,1,English,grey
14809,1,English,blue
14810,1,English,grey
14811,1,English,blue
14812,1,English,green
14813,1,English,purple
14814,4,English,the lightest color lol
14815,1,English,darn
14816,1,English,oops
14817,3,English,bound to happen
14818,1,English,yellow
14819,5,English,we doing good so far
14820,1,English,green
14821,1,English,purple
14822,1,English,purple
14823,1,English,pink
14824,2,English,light blue
14825,6,English,grey with some kinda blue tint
14826,6,English,that one was a bit tough
14827,3,English,good clue though
14828,12,English,some of these are really hard not bright greenand not brownish green
14829,1,English,pinkish
14830,1,English,green
14831,1,English,grey
14832,2,English,light blue
14833,2,English,brownish green
14834,1,English,purple
14835,4,English,any brown in it
14836,4,English,like a blue purple
14837,1,English,gray
14838,1,English,purple
14839,1,English,gray
14840,2,English,pumpkin orange
14841,2,English,dark gray
14842,1,English,brown
14843,1,English,gray
14844,2,English,olive green
14845,8,English,Kind of like a puke green Like dark
14846,1,English,yes
14847,1,English,purplegray
14848,2,English,bright green
14849,2,English,olive green
14850,8,English,not blue not purple the one in between
14851,4,English,Kind of like violet
14852,2,English,like violet
14853,1,English,gray
14854,1,English,magenta
14855,1,English,pink
14856,10,English,Is magenta kind of like blue or kinda like purple
14857,2,English,bluish gray
14858,1,English,salmon
14859,6,English,Kind of like it dark pink
14860,2,English,that one
14861,1,English,pink
14862,6,English,the one that is least blue
14863,3,English,And not purple
14864,2,English,not purple
14865,1,English,gray
14866,4,English,what do you see
14867,13,English,There is a purpleish gray and a bluish gray and a pure gray
14868,2,English,purplish gray
14869,2,English,lipstick pink
14870,9,English,Is that a darker pink I'm a dude
14871,1,English,red
14872,1,English,purple
14873,1,English,purple
14874,2,English,purplish blue
14875,1,English,olive
14876,1,English,Sorry
14877,2,English,yellow green
14878,3,English,Is it superbright
14879,4,English,no the puke one
14880,2,English,neon green
14881,1,English,Darn
14882,1,English,pink
14883,1,English,olive
14884,7,English,Is all of kind of dark green
14885,6,English,not yellow green not bright green
14886,1,English,same
14887,1,English,pink
14888,1,English,teal
14889,1,English,green
14890,2,English,purplish gray
14891,9,English,There is a pinkish gray and a purpleish gray
14892,3,English,Not the pinkish
14893,1,English,pinkish
14894,1,English,orange
14895,3,English,The brightest one
14896,2,English,that one
14897,3,English,i think so
14898,1,English,teal
14899,1,English,purplegray
14900,14,English,I see lavender pastel purple that's kinda dark and a bright violet purple
14901,1,English,lavender
14902,1,English,purplegray
14903,1,English,teal
14904,4,English,not the bright green
14905,10,English,I see a bright neon green pastel green and purple
14906,1,English,red
14907,1,English,purplegray
14908,11,English,I see a bluish purple pastel purple and a darker purple
14909,1,English,pastel
14910,1,English,teal
14911,1,English,olive
14912,2,English,bright green
14913,1,English,pink
14914,1,English,orange
14915,2,English,blood orange
14916,1,English,blue
14917,1,English,teal
14918,1,English,blue
14919,1,English,blue
14920,4,English,not gray or green
14921,3,English,Like pink red
14922,1,English,yeah
14923,1,English,green
14924,3,English,Hi Anyone here
14925,1,English,Hello
14926,6,English,Would you mind if we started
14927,7,English,Try and click on the left square
14928,13,English,in the instructions it states 'the objects will be in different placing'
14929,2,English,I know
14930,4,English,Try the right square
14931,2,English,what color
14932,5,English,did you read the instructions
14933,2,English,brown square
14934,3,English,olive green square
14935,2,English,aqua square
14936,1,English,pink
14937,1,English,mint
14938,1,English,pink
14939,2,English,lighter green
14940,2,English,bluer square
14941,1,English,brown
14942,1,English,red
14943,1,English,orange
14944,1,English,purple
14945,2,English,red/purplish color
14946,1,English,pink
14947,1,English,purple/pink
14948,1,English,orange
14949,2,English,brightest green
14950,1,English,purple
14951,2,English,yellow green
14952,2,English,pale purple
14953,2,English,pale brown
14954,1,English,blue
14955,3,English,closest to grey
14956,1,English,purple
14957,3,English,closest to grey
14958,6,English,the purple to closest to grey
14959,2,English,olive green
14960,1,English,purple
14961,1,English,orange
14962,1,English,green
14963,2,English,darkest purple
14964,1,English,red
14965,1,English,purple
14966,2,English,orange brown
14967,1,English,blue
14968,1,English,yellow
14969,7,English,darkest purple that does not look gray
14970,2,English,olive green
14971,2,English,lightest blue
14972,5,English,blue that is almost purple
14973,2,English,pale red
14974,2,English,dark blue
14975,2,English,pale red
14976,2,English,brighter green
14977,2,English,olive green
14978,1,English,red
14979,1,English,yellow
14980,2,English,pale purple
14981,4,English,pale gray almost olive
14982,1,English,Hi 
14983,1,English,hello
14984,2,English,greyish purple
14985,1,English,tan
14986,6,English,sea foam green the brighter one
14987,1,English,blue
14988,2,English,light blue
14989,3,English,sorry >o
14990,1,English,pink
14991,10,English,no problem i'm apparently not good with colors haha
14992,8,English,darker of the light blue colorsgrrr hard one
14993,3,English,me either lol
14994,7,English,some are too similar /  greyish one
14995,2,English,blue green
14996,2,English,lime green
14997,1,English,grey
14998,2,English,blueish purple
14999,1,English,purple
15000,2,English,lime green
15001,2,English,olive green
15002,3,English,darker one'
15003,6,English,purple darker one of the two
15004,5,English,these are freakin hard  tan
15005,2,English,purple blue
15006,1,English,tan
15007,1,English,yellow
15008,1,English,teal
15009,2,English,olive green
15010,1,English,blue
15011,5,English,brighter of the clay colors
15012,1,English,lol
15013,3,English,sorry lol  blue
15014,1,English,orange
15015,1,English,green
15016,4,English,periwinkle bluethe brighter one
15017,1,English,green
15018,1,English,blue
15019,1,English,grey
15020,1,English,blue
15021,9,English,grey the more normal greynot one with purple color
15022,13,English,i suck at being speaker /   the more drab of the green ones
15023,10,English,i do too but really you're not doing bad
15024,8,English,purple  Thanks lol you're doing good too
15025,1,English,tan
15026,1,English,green
15027,3,English,puke yellow lol
15028,3,English,sea foam green
15029,2,English,pinkish purple
15030,2,English,lime green
15031,1,English,purple
15032,7,English,the grey that has greenish blue color
15033,2,English,lime green
15034,2,English,periwinkle blue
15035,2,English,lighter blue
15036,1,English,green
15037,3,English,sea foam green
15038,1,English,purple
15039,6,English,Was nice working with you  Green
15040,2,English,you too
15041,1,English,red
15042,2,English,barn red
15043,1,English,gray
15044,2,English,normal green
15045,3,English,what's normal
15046,3,English,the least brightest
15047,1,English,gray
15048,1,English,bluegreen
15049,2,English,brownish green
15050,2,English,bright green
15051,1,English,yellow
15052,1,English,turquoise
15053,2,English,bright green
15054,2,English,light blue
15055,1,English,slate
15056,2,English,darker green
15057,1,English,red
15058,1,English,blue
15059,1,English,purple
15060,2,English,which one
15061,4,English,not the brighter one
15062,1,English,blue
15063,1,English,red
15064,2,English,pear green
15065,2,English,coral red
15066,2,English,tinted gray
15067,1,English,purple
15068,2,English,lavender pink
15069,2,English,pinkish purple
15070,1,English,magenta
15071,1,English,blue
15072,1,English,darker
15073,1,English,green
15074,2,English,grayish green
15075,1,English,violet
15076,1,English,indigo
15077,1,English,blue
15078,2,English,apple green
15079,1,English,greenish
15080,1,English,magenta
15081,3,English,not bright pink
15082,2,English,not orange
15083,3,English,the brighter pink
15084,1,English,pink
15085,1,English,pinkish
15086,1,English,purple
15087,1,English,orange
15088,1,English,orange
15089,1,English,violet
15090,1,English,purple
15091,2,English,grayish green
15092,2,English,not blue
15093,2,English,not yellow
15094,1,English,purple
15095,1,English,purple
15096,1,English,green
15097,1,English,blue
15098,2,English,brick red
15099,2,English,red violet
15100,1,English,yellow
15101,1,English,green
15102,1,English,purple
15103,2,English,bright blue
15104,1,English,blue
15105,2,English,dull mauve
15106,5,English,darker of the light blue
15107,2,English,teal green
15108,2,English,dirty green
15109,1,English,purple
15110,4,English,darker of the yellows
15111,2,English,natural green
15112,2,English,parker purple
15113,1,English,darker
15114,1,English,lol
15115,3,English,darker dull violet
15116,2,English,darkest color
15117,1,English,green
15118,1,English,greyish
15119,2,English,vibrant purple
15120,1,English,sand
15121,1,English,aqua
15122,1,English,orange
15123,2,English,dull people
15124,2,English,dull blue
15125,2,English,im sorry
15126,1,English,green
15127,2,English,greenish one
15128,1,English,gren
15129,1,English,grey
15130,1,English,greenish
15131,1,English,red
15132,2,English,sky blue
15133,1,English,red
15134,1,English,purpleish
15135,1,English,blue
15136,1,English,purple
15137,1,English,blue/purple
15138,2,English,dull green
15139,2,English,orangeish brow
15140,1,English,n
15141,1,English,green
15142,1,English,purple
15143,1,English,purple
15144,1,English,mauve
15145,2,English,bright pink
15146,1,English,red
15147,1,English,red
15148,2,English,most green
15149,1,English,blue
15150,1,English,purple
15151,2,English,bright urple
15152,2,English,lime green
15153,1,English,blue
15154,1,English,pink
15155,1,English,pink
15156,2,English,brighter green
15157,1,English,puke
15158,2,English,greenish tan
15159,2,English,brightest lime
15160,1,English,purple
15161,2,English,hot pink
15162,2,English,greyish green
15163,3,English,another option please
15164,2,English,greenish grey
15165,1,English,peach
15166,1,English,tan
15167,1,English,orangish
15168,2,English,middle one
15169,6,English,we do not have same order
15170,1,English,purple
15171,1,English,grey
15172,3,English,hard one here
15173,1,English,grey
15174,1,English,olive
15175,1,English,drab
15176,1,English,parrotgreen
15177,2,English,army green
15178,2,English,grey lighter
15179,4,English,both are looking same
15180,1,English,grey
15181,2,English,come on
15182,2,English,lighther green
15183,3,English,can't get
15184,1,English,olive
15185,2,English,darker green
15186,1,English,purple
15187,1,English,teal
15188,2,English,like pink
15189,4,English,not purple or red
15190,1,English,grey
15191,1,English,greenish
15192,1,English,purple
15193,2,English,blueish purpleish
15194,1,English,green
15195,1,English,pink
15196,1,English,pink
15197,9,English,say some example colors like military green parrot green
15198,8,English,I have no idea what parrot green is
15199,2,English,true green
15200,4,English,parrot is bird man
15201,1,English,blue
15202,2,English,parrot grey
15203,2,English,true blue
15204,2,English,light blue
15205,2,English,convey smartly
15206,1,English,orange
15207,2,English,answer wisley
15208,1,English,grey
15209,2,English,ok dude
15210,1,English,grey
15211,4,English,where are u from
15212,1,English,ohio
