negation,Condition,Language,Message
False,further/split,English,grey purple
False,further/split,English,hot purple
False,equal/far,English,caca watermelon green
False,closer/close,English,mango yellow
False,equal/far,English,red pink
False,equal/far,English,lime green
False,further/split,English,dark blue
False,further/split,English,yellow green
False,equal/far,English,watermelon green
False,further/split,English,brown grey
False,equal/far,English,lime green
False,further/split,English,"hot purple, bot bright, but dark"
False,equal/far,English,green
False,equal/far,English,aqua
False,equal/far,English,caca green
False,closer/close,English,hot purple pink
True,closer/close,English,not bright
False,closer/close,English,medium
False,closer/close,English,sorry :(
False,closer/close,English,all good
False,closer/close,English,it happens
False,closer/close,English,grey dark
False,closer/close,English,"greenish, bluish, or regular"
False,closer/close,English,bluish
False,closer/close,English,good call
False,closer/close,English,lol
True,closer/close,English,"dark peach, not bright"
False,equal/far,English,blue
False,closer/close,English,grey bluish
False,further/split,English,watermelon green
False,closer/close,English,dark purple
False,closer/close,English,hot purple
False,equal/far,English,red
False,closer/close,English,dark green
False,further/split,English,blue
False,closer/close,English,purple
False,equal/far,English,hot pink
False,closer/close,English,grey
False,further/split,English,grey water
False,further/split,English,lime
False,equal/far,English,blue grey
False,closer/close,English,green grey
False,equal/far,English,red ruby
False,further/split,English,blue
False,equal/far,English,mustard yellow
False,further/split,English,light aqua
False,closer/close,English,that seeemed bright
False,closer/close,English,my bad
False,closer/close,English,"lol, its ok"
False,closer/close,English,dark grey
False,equal/far,English,orange
False,further/split,English,grey
False,closer/close,English,blue
False,equal/far,English,red
False,further/split,English,lime green
False,equal/far,English,red
False,closer/close,English,aqua bright
False,closer/close,English,oops
False,closer/close,English,lol
False,closer/close,English,greenish dark
False,further/split,English,lime
False,further/split,English,light purple
False,further/split,English,Great Work
False,further/split,English,Orange
False,further/split,English,thanks!
False,further/split,English,you too!
False,closer/close,English,blush colored
False,closer/close,English,lavender
False,further/split,English,same as last one
False,equal/far,English,pink
False,equal/far,English,blue
False,equal/far,English,gray blue
False,further/split,English,lavender same as earlier
False,further/split,English,lavender same
False,further/split,English,purple
False,further/split,English,blue
True,closer/close,English,not the dark yellow. mustard colored
False,closer/close,English,pale green
False,further/split,English,lavender same as eariler
False,further/split,English,blue with purple undertones
False,equal/far,English,barney purple
True,closer/close,English,very pink not the lavender or redish pink
False,further/split,English,red
False,closer/close,English,sky blue
False,closer/close,English,orange
False,further/split,English,blue
False,closer/close,English,pink
False,equal/far,English,gray
False,equal/far,English,green
False,closer/close,English,bright blue
False,closer/close,English,pale pink
False,closer/close,English,blue
False,equal/far,English,green
False,equal/far,English,green
False,further/split,English,peach
False,closer/close,English,steel gray
False,equal/far,English,aqua
False,closer/close,English,barney purple pink
False,further/split,English,lime green
False,further/split,English,forest green
False,closer/close,English,barney purple pink
False,closer/close,English,fuschia
False,equal/far,English,lavender
False,further/split,English,purple
False,closer/close,English,green
False,further/split,English,yellow
False,equal/far,English,lavender
