specificity,Condition,Language,Message
0,equal/far,English,pink
0,equal/far,English,green
0,closer/close,English,grey
0,further/split,English,darker grey
0,further/split,English,darker green
0,closer/close,English,yellowish
0,further/split,English,darker grey?
0,further/split,English,true blue
0,closer/close,English,grey
0,further/split,English,greenish
0,equal/far,English,blue
0,equal/far,English,pink
0,closer/close,English,"purple, less pink"
0,further/split,English,darker green
0,closer/close,English,darker green
0,closer/close,English,"blue, more blue than grey"
0,closer/close,English,"lightest purple, brightest"
0,further/split,English,dull orange
0,further/split,English,purple
0,equal/far,English,"grey, reddish hue"
0,closer/close,English,purple
0,equal/far,English,blue
0,equal/far,English,blue
0,closer/close,English,olive
0,further/split,English,purple
0,equal/far,English,grey
0,equal/far,English,purple
0,closer/close,English,"grey, greenish hue"
0,closer/close,English,blue
0,equal/far,English,green
0,closer/close,English,dull green
0,equal/far,English,dull blue
1,further/split,English,teal
0,further/split,English,dull purplish brownish
0,closer/close,English,dull blueish
0,closer/close,English,light orange
0,further/split,English,light green
0,equal/far,English,green
0,further/split,English,brown
0,further/split,English,dark blue
0,further/split,English,green
0,further/split,English,grey
0,closer/close,English,pink
0,closer/close,English,blue
0,equal/far,English,pink
0,closer/close,English,"dang, 2 look the same >:o   grey one that is a bit lighter"
0,closer/close,English,more purple maybe
0,closer/close,English,brighter bluish purple one
0,equal/far,English,purple
0,further/split,English,blue
0,closer/close,English,green
0,closer/close,English,green
0,closer/close,English,darker one
0,equal/far,English,purple pink one
0,equal/far,English,purple
0,closer/close,English,grey
1,equal/far,English,peach
0,further/split,English,pink
0,further/split,English,"blue, not the purple blue"
0,closer/close,English,"blue, not the ones that have hint of purple colors"
0,equal/far,English,pink
0,equal/far,English,blue
0,further/split,English,yellow
0,equal/far,English,grey
0,closer/close,English,"brighter purple one, not the one that has pink color"
0,equal/far,English,grey
1,closer/close,English,drab olive green one
0,closer/close,English,"medium purple one, not the grey tinted one and not the brighter one"
0,further/split,English,olive green.  I am bad with descriptions :P
0,equal/far,English,purple
0,further/split,English,purple
0,closer/close,English,purplish one
0,further/split,English,lighter purple one
0,closer/close,English,pink
0,closer/close,English,lime green
0,closer/close,English,"ughhh...ummm, not the grey one and not the purple one...its more blue"
0,equal/far,English,awesome!  purple
0,further/split,English,pink brown one
0,equal/far,English,yellow
0,further/split,English,blue
1,equal/far,English,tan
0,further/split,English,lime green
1,closer/close,English,"brighter purple one, not pink and not drab purple"
0,further/split,English,more purple one
0,further/split,English,other is more blue
1,further/split,English,"take your pick lol, it's teal colored one"
0,further/split,English,more blue maybe
0,equal/far,English,"wow, great job :-D  orange!"
0,equal/far,English,green
0,further/split,English,brighter purple
0,equal/far,English,mint green
0,closer/close,English,"Was nice playing with you, you did great!  bluish purple one"
0,further/split,English,blue
0,closer/close,English,more purple than blue
1,closer/close,English,mauve
0,equal/far,English,yellow
0,further/split,English,light purple
0,further/split,English,purple
0,equal/far,English,yellow
0,further/split,English,blue
0,equal/far,English,yellow
0,equal/far,English,purple
0,equal/far,English,green
1,equal/far,English,Do 10 of these and your gold
0,equal/far,English,green
0,equal/far,English,purple
0,further/split,English,yellow
0,equal/far,English,green
0,further/split,English,greenish gray
1,further/split,English,mauve
0,closer/close,English,purple less blue
1,equal/far,English,mauve
0,equal/far,English,orange
0,closer/close,English,not lime but the darker of the other two colors
0,closer/close,English,darker blue
0,equal/far,English,purple
0,closer/close,English,dark purple
0,closer/close,English,not blue
0,closer/close,English,blue
0,further/split,English,or blue
0,equal/far,English,pink
1,closer/close,English,mauve
0,equal/far,English,blue
0,equal/far,English,red
0,further/split,English,green
0,closer/close,English,gray more blue in it
0,closer/close,English,gray closest to black?
0,closer/close,English,gray with more color or less color
0,closer/close,English,less green in it
0,further/split,English,blueish green
0,further/split,English,darker purp;e
0,closer/close,English,more blue
0,further/split,English,closer to blue
1,further/split,English,more tan in it
0,further/split,English,darker orlighter
0,further/split,English,darker
0,equal/far,English,green
0,equal/far,English,red
0,closer/close,English,pinkish gray
0,further/split,English,pink
0,closer/close,English,blue
0,closer/close,English,olive green
0,further/split,English,dark purple
0,closer/close,English,lighter orange
0,closer/close,English,gray
0,further/split,English,gray
0,equal/far,English,green
0,equal/far,English,Click the orange box
0,further/split,English,Click the bright pink box.
0,further/split,English,Click the darker green box.
0,further/split,English,Click the brighter green box.
0,equal/far,English,Click the red box.
0,closer/close,English,Click the darkest green box.
0,equal/far,English,Click the yellow box.
0,equal/far,English,Click the blue box.
0,closer/close,English,Click the most muted pink box.
0,closer/close,English,Click the pink box.
0,closer/close,English,Click the darker grey box.
0,equal/far,English,Click the true blue box.
0,further/split,English,Click the darker green box.
0,further/split,English,Click the yellow box.
0,further/split,English,Click the muted salmon pink box.
0,equal/far,English,Click the grey box.
0,further/split,English,Click the more muted pink box.
0,closer/close,English,Click the pea green box.
0,closer/close,English,Click the lightest purple box.
0,closer/close,English,Click the khaki green box.
0,further/split,English,Click the bluer box.
1,closer/close,English,Click the muted yellow tan box.
0,further/split,English,Click the grey box.
1,closer/close,English,Click the middle shade of mauve box.
0,equal/far,English,Click the yellow box.
0,further/split,English,Click the greenish box.
0,further/split,English,Click the darker blue-purple box.
0,closer/close,English,Click the muted pea green box.
0,equal/far,English,Click the blue box.
0,equal/far,English,Click the green box.
0,equal/far,English,Click the green box.
0,closer/close,English,Click the darkest color.
0,closer/close,English,Click the middle green color.
0,further/split,English,Click the true green box.
0,closer/close,English,Click the grey box.
0,equal/far,English,Click the purple box.
1,further/split,English,Click the more vivid mauve box.
0,equal/far,English,Click the pink box.
0,equal/far,English,Click the green box.
1,equal/far,English,Click the muted mauve box.
0,closer/close,English,Click the bright lime green box.
0,further/split,English,Click the blue box.
0,equal/far,English,Click the green box.
0,closer/close,English,Click the muted salmon pink.
0,closer/close,English,Click the coolest mint green box.
0,equal/far,English,Click the pink box.
1,further/split,English,Click the bright light teal box.
0,equal/far,English,Click the blue box.
0,closer/close,English,it is the medium bright one with a pinkish hue
0,further/split,English,It is the color of eggplant
1,closer/close,English,the most drab
0,further/split,English,the color of peas
1,further/split,English,the drab one
0,further/split,English,heart color
0,further/split,English,ocean color
0,equal/far,English,peas color
0,closer/close,English,warm and eggplant ish color
1,further/split,English,drab
0,equal/far,English,pea color
1,further/split,English,drab
0,further/split,English,pumpkin color
0,further/split,English,bright pea color
0,equal/far,English,the color of turquiose stones
0,equal/far,English,sun color
0,equal/far,English,ocean color
0,closer/close,English,darkest
0,further/split,English,halloween color
1,further/split,English,drab
0,equal/far,English,sky color
1,equal/far,English,darker drab
0,equal/far,English,skin color
0,further/split,English,lighest of the two the same ish color
1,further/split,English,drab
