tokens,Condition,Language,Message
1,equal/far,English,brown
1,equal/far,English,purple
1,equal/far,English,pink
7,equal/far,English,i'm bad with my purples sorry
1,equal/far,English,grey
4,closer/close,English,orange the least red
1,closer/close,English,pink
2,closer/close,English,limey green
2,further/split,English,purple grey
1,closer/close,English,blue
1,equal/far,English,yellow
2,closer/close,English,orange tan
2,closer/close,English,darkest red
1,further/split,English,blue
2,further/split,English,gre grey
1,closer/close,English,yellow
5,further/split,English,purple not pink or blue
1,equal/far,English,purple
1,equal/far,English,pinkish
2,closer/close,English,grey grey
2,closer/close,English,true blue
1,closer/close,English,pink
1,closer/close,English,bright
1,further/split,English,green
2,further/split,English,not neon
1,equal/far,English,grey
2,equal/far,English,with blue
1,further/split,English,red
7,further/split,English,pdark pastel pink with a little grey
1,closer/close,English,blue
2,further/split,English,pink grey
1,equal/far,English,green
2,further/split,English,orange yellow
4,further/split,English,purple dark not bright
1,equal/far,English,orange
3,further/split,English,orange almosy brown
4,equal/far,English,thse two were tough
1,equal/far,English,grey
2,equal/far,English,gre grey
2,closer/close,English,dark purple
1,further/split,English,pink
3,closer/close,English,bright neon green
1,equal/far,English,brown
2,further/split,English,lime green
2,equal/far,English,grey'
7,closer/close,English,not bright green and not dull green
2,closer/close,English,light blue
4,closer/close,English,hello by the way 
1,closer/close,English,hello
5,closer/close,English,sea green or regular blue
1,closer/close,English,grey
2,equal/far,English,sorry Blue
2,equal/far,English,its ok
1,equal/far,English,green
1,equal/far,English,yellow
1,closer/close,English,grey
1,closer/close,English,dark
6,equal/far,English,Im not the best speaker P
2,equal/far,English,green'
3,equal/far,English,lol its ok
2,closer/close,English,bright pink
1,further/split,English,grey
1,equal/far,English,purple
2,equal/far,English,light blue
1,equal/far,English,yellow
5,closer/close,English,not violet and not pink
6,further/split,English,not light blue and not grey
1,further/split,English,brown
1,further/split,English,green
1,further/split,English,violet
1,further/split,English,blue
4,closer/close,English,closest one to grey
1,closer/close,English,violet
1,closer/close,English,grey
1,closer/close,English,grey
5,closer/close,English,brownish grey or greenish grey
1,closer/close,English,brownish
1,further/split,English,pink
1,equal/far,English,red
1,equal/far,English,blue
7,closer/close,English,not dull blue and not bright blue
2,further/split,English,redish brown
2,further/split,English,dark blue
2,further/split,English,redish brown
5,further/split,English,not pink and not purple
6,closer/close,English,not yellow but the greenish yellow
1,further/split,English,sorry
2,further/split,English,No worries 
1,further/split,English,Purple
1,closer/close,English,purple
1,equal/far,English,blue
2,closer/close,English,greenish yellow
5,further/split,English,not purple and not grey
1,closer/close,English,orange
1,further/split,English,grey
1,equal/far,English,yellow
5,closer/close,English,grey with a pinkish tint
5,closer/close,English,not tan and not green
1,further/split,English,pink
1,equal/far,English,red
1,equal/far,English,green
2,equal/far,English,redish brown
1,equal/far,English,brown
1,equal/far,English,blue
5,further/split,English,not orange and not blue
1,closer/close,English,purple
1,closer/close,English,dark
1,equal/far,English,purple
1,equal/far,English,green
2,further/split,English,bluish gray
1,equal/far,English,green
1,equal/far,English,gray
1,equal/far,English,turquoise
2,further/split,English,purplish pink
1,equal/far,English,green
5,further/split,English,blue that is more graish
1,further/split,English,grayish
2,closer/close,English,pastel green
1,closer/close,English,gray
2,closer/close,English,cerulean blue
2,closer/close,English,grayish green
1,equal/far,English,violet
1,closer/close,English,brown
1,further/split,English,yellow
1,closer/close,English,gray
2,further/split,English,grayish blue
2,further/split,English,darker one
1,equal/far,English,orange
1,further/split,English,violet
1,equal/far,English,olive
1,equal/far,English,gray
2,closer/close,English,purplish blue
2,further/split,English,olive green
1,further/split,English,olive
1,closer/close,English,blue
2,closer/close,English,most blue
1,equal/far,English,same
4,further/split,English,blue green not turquoise
3,closer/close,English,most radiant blue
2,further/split,English,bright green
1,equal/far,English,red
1,equal/far,English,teal
1,closer/close,English,purple
2,further/split,English,darker gray
2,closer/close,English,caribbean green
1,closer/close,English,gray
2,further/split,English,grayish purple
1,further/split,English,orange
1,equal/far,English,green
2,closer/close,English,royal blue
2,closer/close,English,aqua green
5,closer/close,English,the one that is brighter
1,equal/far,English,pink
2,closer/close,English,sky blue
1,further/split,English,greenyellow
2,further/split,English,bright violet
2,further/split,English,green apply
1,further/split,English,apple
2,equal/far,English,green yellow
2,equal/far,English,blue green
2,closer/close,English,lavender magenta
2,closer/close,English,purplish pink
3,further/split,English,Hello anyone here
3,further/split,English,hi im here
7,further/split,English,Would you mind if we get started
8,further/split,English,nope lets go first target in reddish brown
2,closer/close,English,ive green
1,closer/close,English,olive
2,closer/close,English,not lime
2,equal/far,English,dark pink
1,equal/far,English,turqouise
2,closer/close,English,grey brown
1,closer/close,English,ehhh
1,closer/close,English,uhmmm
3,closer/close,English,light or darker
1,closer/close,English,iddle
1,closer/close,English,middle
10,closer/close,English,in the instructions it says 'positions will be different'
7,closer/close,English,i mean medium brown hard to describe
1,further/split,English,orange
1,equal/far,English,orange
1,equal/far,English,green
1,equal/far,English,orange
2,closer/close,English,what color
1,closer/close,English,olive
2,closer/close,English,most purple
3,closer/close,English,not barney purple
5,closer/close,English,more like nick jr purple
2,closer/close,English,dont know
1,closer/close,English,darkest
1,further/split,English,blue
2,further/split,English,barney purple
3,further/split,English,that last one
1,equal/far,English,gray
1,equal/far,English,gray
1,equal/far,English,orange
1,further/split,English,brown
1,equal/far,English,blue
1,equal/far,English,gray
2,closer/close,English,gray blue
1,closer/close,English,rple
1,further/split,English,brown
2,further/split,English,lighter blue
1,closer/close,English,olive
4,further/split,English,not purple or blue
2,further/split,English,real purple
2,closer/close,English,bright green
1,equal/far,English,turqoiuse
1,closer/close,English,olive
1,further/split,English,purple
2,closer/close,English,real orange
1,further/split,English,olive
1,equal/far,English,blue
2,closer/close,English,grey green
5,closer/close,English,i didn't get message
1,equal/far,English,grey
2,closer/close,English,grey purple
1,further/split,English,turqouise
2,equal/far,English,really green
2,closer/close,English,medium blue
1,equal/far,English,yellow
2,further/split,English,dark blue
1,further/split,English,green
2,closer/close,English,medium green
1,equal/far,English,gray
1,closer/close,English,purp
1,closer/close,English,gray
1,closer/close,English,olive
1,equal/far,English,red
2,further/split,English,darker purple
1,further/split,English,yellow
4,further/split,English,Have a Good One
3,further/split,English,turqoise you too
