Value,Condition,Language,Message
0,equal/far,English,that was tough
0,closer/close,English,this one is tough
0,closer/close,English,grey
0,closer/close,English,I can't see a difference
0,closer/close,English,blue gray or green gray?
0,closer/close,English,uh oh
0,closer/close,English,green?
0,further/split,English,blue with a little grey
0,further/split,English,dark
0,equal/far,English,blue
0,equal/far,English,maroon
0,further/split,English,green
0,further/split,English,army
0,equal/far,English,orange
0,further/split,English,greenish yellow
0,equal/far,English,true blue
0,equal/far,English,orange
0,equal/far,English,olive
0,equal/far,English,dark
0,equal/far,English,marroon
0,equal/far,English,not neon
0,closer/close,English,bright
0,closer/close,English,neon green
0,equal/far,English,good work
0,equal/far,English,yellow
1,equal/far,English,I think we are getting better
0,equal/far,English,purple
1,closer/close,English,that other one looked more pink to me
0,closer/close,English,That was a missed click
0,closer/close,English,green
0,closer/close,English,I went for it and it slipped!
0,closer/close,English,not neon not puke
0,equal/far,English,dark
0,equal/far,English,bluish grey
0,closer/close,English,no worries
0,closer/close,English,we are doing great
0,closer/close,English,purplish
0,further/split,English,grey brown
0,further/split,English,not orange o red
1,further/split,English,more gre grey
0,further/split,English,purple
0,further/split,English,not pink
0,closer/close,English,pink
0,closer/close,English,pastel
0,closer/close,English,light
0,further/split,English,drab green
0,further/split,English,almost puke
0,closer/close,English,puke green
0,closer/close,English,not bright
0,closer/close,English,good
0,closer/close,English,purple
0,closer/close,English,pink
0,closer/close,English,this one is tough
0,closer/close,English,pastel pinkish purple
0,closer/close,English,"I see a grayish purple, purple purple and a pinky dusty color"
0,further/split,English,y
0,further/split,English,greenish
0,closer/close,English,red
0,closer/close,English,grey green
0,further/split,English,grey purple dusky
0,further/split,English,blueish green
0,equal/far,English,red
1,further/split,English,brighter green
0,equal/far,English,yellow
1,further/split,English,redder brown
0,equal/far,English,purple
0,closer/close,English,the darkest green
0,closer/close,English,brightest green
0,closer/close,English,teal green
0,equal/far,English,green
1,further/split,English,darker blue
0,closer/close,English,greyish blue
0,closer/close,English,darkis purple
0,closer/close,English,*darkish
0,closer/close,English,darkest green
0,further/split,English,not the lime green
0,further/split,English,the other green
0,further/split,English,green
0,further/split,English,not the lime green
0,closer/close,English,greyish purple
0,further/split,English,brownish grey
0,equal/far,English,ppurple
0,closer/close,English,brightest green
0,further/split,English,grey
0,equal/far,English,brown
0,further/split,English,blue
0,equal/far,English,green
0,equal/far,English,green
0,equal/far,English,green
0,closer/close,English,indigo purple
0,closer/close,English,the most common purple
0,closer/close,English,yellow but not the pale ones
0,equal/far,English,grey
0,further/split,English,bright pink
0,closer/close,English,blue
0,closer/close,English,greyish brown
0,closer/close,English,gold
0,closer/close,English,bluish green
0,closer/close,English,teal
0,closer/close,English,bright green
0,further/split,English,greenish grey
0,equal/far,English,brown
0,further/split,English,grey
0,equal/far,English,purple
0,equal/far,English,pink
0,equal/far,English,orange
0,equal/far,English,green
0,further/split,English,blue
0,closer/close,English,olive green
0,further/split,English,dark purple
0,equal/far,English,blue
0,further/split,English,red
0,equal/far,English,blue
0,further/split,English,dark purple
0,equal/far,English,Hi :-)
0,equal/far,English,Hello!
0,equal/far,English,blue
1,equal/far,English,Trtner was much better than me at this :-P
0,equal/far,English,Pink
0,further/split,English,lol
0,further/split,English,Orange
0,equal/far,English,red
0,equal/far,English,not blue and not brown
1,further/split,English,more grey color
0,equal/far,English,grey
0,closer/close,English,dark blue?
1,further/split,English,brighter blue
1,closer/close,English,lighter green
0,equal/far,English,purple
0,closer/close,English,closer to grey?
0,further/split,English,not bright blu and not green
0,further/split,English,tan
0,further/split,English,not grey and not bright green
0,closer/close,English,you totally get me!
0,closer/close,English,yep :P
0,closer/close,English,Blue
0,further/split,English,green
0,equal/far,English,purple
0,equal/far,English,green
0,closer/close,English,its like green with a grey tint
0,equal/far,English,that one was hard lol
0,further/split,English,"yeah, i think i've done 6 today"
0,further/split,English,not orange and not purple.
1,further/split,English,more violet. not the light purple
0,closer/close,English,dull pink
0,equal/far,English,blue-ish purple
0,further/split,English,light purple
0,closer/close,English,grey with a white tint?
0,further/split,English,dull blue?
0,closer/close,English,regular grey?
0,equal/far,English,oops lol
0,equal/far,English,lol! green
0,further/split,English,cant win em all i guess :-D
0,further/split,English,not grey and not green
0,equal/far,English,pink
1,closer/close,English,"yeah, im lucky, im always listener lol"
0,closer/close,English,grey with pink tint?
0,equal/far,English,purple
0,closer/close,English,bright green
0,further/split,English,not grey with a white tint and not blue
0,closer/close,English,lucky guess ha
0,closer/close,English,AHAHA Ok... grey with a white tint?
0,further/split,English,"omg lol, yay"
0,further/split,English,LMAO. dull blue
0,closer/close,English,violet
0,closer/close,English,grey with a white tint
0,closer/close,English,dont you just love these grey ones!
0,closer/close,English,dang it :P
0,closer/close,English,"yeah, way too hard!"
0,closer/close,English,grey
0,closer/close,English,blue
0,equal/far,English,grey
0,further/split,English,bright green
0,closer/close,English,oops
1,closer/close,English,That was more my fault
0,closer/close,English,closest to grey
0,equal/far,English,red
0,further/split,English,blue
0,equal/far,English,blue
0,equal/far,English,"before it ends, it was nice working with you!"
0,closer/close,English,It was nice working with you too!
0,closer/close,English,grey
0,equal/far,English,orange
1,further/split,English,darker gray
0,closer/close,English,brightest red
0,equal/far,English,purple
0,equal/far,English,pink
0,closer/close,English,grayish blue
0,closer/close,English,not purple
0,equal/far,English,green
0,closer/close,English,the grayest one
0,further/split,English,green
0,further/split,English,bright pink
0,equal/far,English,brown
0,closer/close,English,pure purple
0,closer/close,English,"ashy gray, minimum blues"
0,equal/far,English,sea green
0,further/split,English,red
0,closer/close,English,darkest shade
0,closer/close,English,shaded purple
0,closer/close,English,blueish purple
0,closer/close,English,pink
0,further/split,English,brightest green
0,closer/close,English,purple
1,closer/close,English,"lighter brownish, but not orange"
0,closer/close,English,grayish brown
0,equal/far,English,purple
0,equal/far,English,bright green
0,equal/far,English,brown
0,equal/far,English,bluish gray
1,further/split,English,the pink that's less purple
0,further/split,English,very pink
0,further/split,English,not the almost bluish tinted purple
0,further/split,English,grayish green
0,further/split,English,browning green
0,equal/far,English,green
0,closer/close,English,the brightest blue
0,further/split,English,"red, not plum"
0,further/split,English,not purple either
0,further/split,English,"brightest blue, with no purple tint"
0,equal/far,English,brown
0,closer/close,English,"not the bluish tinted grey, and not the greenish tinted gray either"
1,further/split,English,the more greenish one
0,further/split,English,purpleish grey
0,further/split,English,bright neon pink
0,further/split,English,"purple, but with no grayish tint"
