workerid,totalLength,gameID,thinksHuman,confused,comments,ratePartner,role,nativeEnglish,score
1696,1343640,4314-7,yes,yes,It was very fun. It was neat to see how we evolved in our language about the colors.,loved,listener,yes,46
1697,1125499,9714-3,yes,yes,no,not much,listener,yes,42
1698,1335338,1477-8,yes,yes,Fun hit. Thanks.,loved,listener,yes,48
1699,1018716,4285-1,yes,yes,,liked,speaker,yes,49
1700,1788505,2448-0,yes,yes,Very fun!,loved,speaker,yes,43
1701,585542,5047-0,yes,yes,That was a great HIT! I&quotechard love to do more!,loved,listener,yes,43
1702,628149,3681-3,yes,yes,none,liked,listener,yes,46
1703,1032897,8792-7,yes,yes,fun!,liked,speaker,yes,44
1704,1364166,4314-7,yes,yes,"I think that there were definite screen differences. But, it was still fun. Ran a little over time (25 minutes) but was still fun to participate in. Thanks!",liked,speaker,yes,46
1705,829596,9086-a,yes,yes,,liked,listener,yes,45
1706,844305,9527-b,yes,yes,,okay,speaker,no,46
1707,1004508,4285-1,yes,yes,So close! 49/50!,loved,listener,yes,49
1708,1500090,1690-c,yes,yes,"I think my partner got disconnected. Also, it took half an hour.",loved,speaker,yes,42
1709,82473,7383-8,yes,yes,My partner disappeared again?,not much,listener,yes,0
1710,1262180,3059-d,yes,yes,"It took about 20 minutes and my partner was fantastic at explaining things and being patient with me. Overall, a really good interface and a really well explained hit!",loved,listener,yes,45
1711,450291,3027-6,yes,yes,,loved,speaker,yes,49
1712,742513,2664-4,yes,yes,,loved,listener,yes,45
1713,923727,3103-3,yes,yes,It was a fun experiment. It was a cool game.,loved,listener,yes,48
1714,986770,8792-7,yes,yes,none,liked,listener,yes,44
1715,1356086,9038-b,yes,yes,Interesting HIT!,loved,listener,yes,44
1716,1950766,6459-4,yes,yes,This was really fun. Would love to find more HITS like this.,loved,speaker,yes,42
1717,662199,1869-e,yes,yes,,loved,speaker,yes,40
1718,824895,2448-0,yes,yes,:),loved,listener,yes,43
1719,830986,0856-3,yes,yes,Interesting!,loved,speaker,yes,45
1720,1143422,4216-9,yes,yes,That was actually A LOT of fun =) It&quotechars interesting to see how people describe things.,loved,listener,yes,46
1721,1398443,9038-b,yes,yes,great survey would like to do more,loved,speaker,yes,44
1722,1001540,2647-a,yes,yes,,okay,speaker,yes,46
1723,1698247,2119-3,yes,yes,,loved,listener,yes,45
1724,908542,9973-5,yes,yes,Thanks!,loved,listener,yes,47
1725,479923,9890-f,yes,yes,Yes.  We are only able to do 25 rounds.  At round 26 the program advanced to this survey.,loved,listener,yes,22
1726,625638,6576-b,yes,yes,None,okay,listener,yes,39
1727,1352971,7862-1,yes,yes,,liked,listener,yes,47
1728,886680,2344-0,yes,yes,No,loved,listener,yes,45
1729,821844,2851-a,yes,yes,My partner was great. very fun task. Enjoyed very much!,loved,speaker,yes,43
1730,918260,3103-3,yes,yes,,loved,speaker,yes,48
1731,941413,1382-f,yes,yes,"This was a lot of fun, especially working with another person!",loved,listener,yes,49
1732,563764,7182-5,yes,yes,more difficult than any other partner i had,okay,listener,yes,43
1733,1422449,3900-b,yes,yes,None,liked,listener,yes,35
1734,1299687,1477-8,yes,yes,it was fun!,loved,speaker,yes,48
1735,1008606,9709-7,yes,yes,,okay,listener,yes,47
1736,570202,7281-f,yes,yes,,loved,listener,yes,44
1737,490412,3027-6,yes,yes,This was fun and my partner did a very good job,loved,listener,yes,49
1738,705386,4261-9,yes,yes,,not much,listener,yes,41
1739,927303,1382-f,yes,yes,no,loved,speaker,yes,49
1740,61930,5776-6,yes,yes,,loved,listener,no,0
1741,1498181,3900-b,yes,yes,I think it would work better if the non-speaker asked questions so they got what they were looking for.  Otherwise the speaker is using words the speaker understands and can envision.,okay,speaker,yes,35
1742,2953448,0433-7,yes,yes,,loved,listener,yes,47
1743,854123,9086-a,yes,yes,,liked,speaker,yes,45
1744,813858,1220-3,yes,yes,,okay,speaker,no,43
1745,733454,1847-c,yes,yes,Very fun HIT.,loved,listener,yes,43
1746,1244272,1410-0,yes,yes,It&quotechars amazing the tricks an eye can do.,liked,listener,yes,44
1747,590632,5047-0,no,yes,Partner was smart at guessing,loved,speaker,yes,43
1748,618833,3681-3,yes,yes,,liked,speaker,yes,46
1749,817015,9841-e,yes,yes,thanks so much it was great!,liked,listener,yes,42
1750,1339512,3130-4,yes,yes,Thanks for the opportunity to participate and good luck with your research!,loved,speaker,yes,44
1751,659251,4188-6,yes,yes,"This was a fun experiment, thank you.",liked,speaker,yes,45
1752,648355,5510-1,yes,yes,,liked,listener,yes,44
1753,836766,1807-1,yes,yes,,okay,listener,yes,46
1754,744411,5456-5,yes,yes,This was fun!,loved,listener,yes,45
1755,1118409,7158-d,yes,yes,,loved,speaker,yes,49
1756,1301842,3130-4,yes,yes,Thank you.,liked,listener,no,44
1757,1584686,3788-d,yes,yes,"This was fun, thanks!",loved,speaker,yes,46
1758,639905,4188-6,yes,yes,,loved,listener,yes,45
1759,663384,0069-8,yes,yes,,loved,listener,yes,48
1760,1720988,2119-3,yes,yes,Lots of fun,liked,speaker,yes,45
1761,761443,4655-f,yes,yes,Thanks for the experiment!,loved,speaker,yes,42
1762,1756522,5027-a,yes,yes,"This took soooo long with the partner I had, but it was still fun :)",not much,listener,yes,44
1763,1419439,1690-c,yes,yes,This hit suddenly ended at 44/50 and I am not sure why.,loved,listener,yes,42
1764,696906,4764-2,yes,yes,Thank you.,liked,listener,no,49
1765,811970,9947-c,yes,yes,,liked,speaker,yes,46
1766,936213,8538-2,yes,yes,No,okay,listener,yes,45
1767,966666,8538-2,yes,yes,I really enjoyed this hit! best thus far,loved,speaker,yes,45
1768,943111,1020-a,yes,yes,Interesting.,liked,listener,yes,48
1769,616127,2242-7,yes,yes,,loved,speaker,yes,47
1770,944771,9850-2,yes,yes,,not much,listener,yes,47
1771,704899,0283-7,yes,yes,Thank you!,liked,listener,yes,45
1772,908766,1807-1,no,yes,That was kind of neat.,liked,speaker,yes,46
1773,1020536,9922-e,yes,yes,"I love this experiment. It&quotechars really fun and engaging, especially if you&quotecharre a big fan of colors, like myself. Great experience!",not much,listener,yes,41
1774,1026232,3799-3,yes,yes,,okay,speaker,yes,42
1775,1501795,2196-6,yes,yes,,loved,speaker,yes,43
1776,684868,3028-b,no,yes,This was a fun experiment :) Have a great weekend!,liked,speaker,yes,46
1777,792718,0255-b,yes,yes,,loved,speaker,yes,46
1778,741040,4614-f,yes,yes,,loved,speaker,yes,47
1779,764126,1847-c,yes,yes,Kind of a lot of misses here.  Some were probably bad descriptions on my part (I wish they&quotechard asked for clarification though).  Some were definitely errors at their end.,okay,speaker,yes,43
1780,639233,4337-1,yes,yes,I was directed to this page after my 38th round. I think my partner couldnt see my messages.,okay,speaker,no,33
1781,654558,7967-5,yes,yes,Great HIT!,loved,listener,yes,49
1782,826191,3333-2,yes,yes,,loved,listener,yes,45
1783,871213,3333-2,yes,yes,Thank you.,liked,speaker,yes,45
1784,995058,9922-e,yes,yes,,liked,speaker,yes,41
1785,1330940,0137-f,yes,yes,Was very fun.  I&quotechard do it again.,liked,speaker,yes,46
1786,774783,9527-b,yes,yes,,loved,listener,yes,46
1787,652244,8891-9,yes,yes,My partner didn&quotechart describe much so it went fine. Fun game.  Thank you.,okay,listener,yes,46
1788,912583,1928-6,yes,yes,Thank you!,loved,listener,yes,48
1789,1331427,3661-0,yes,yes,"Having so much fun doing these, thank you!",loved,speaker,yes,50
1790,1315712,2651-e,yes,yes,,loved,listener,yes,48
1791,642452,6673-7,yes,yes,,loved,speaker,yes,48
1792,834622,2629-5,yes,yes,,liked,listener,yes,46
1793,1003269,1420-4,yes,yes,Thank you,liked,speaker,yes,41
1794,808611,7435-7,yes,yes,,not much,speaker,yes,47
1795,834541,3034-c,yes,yes,,loved,speaker,yes,42
1796,609746,8551-1,yes,yes,,liked,speaker,yes,47
1797,915724,0519-9,yes,yes,"Love this, thanks!",loved,listener,yes,44
1798,959632,8663-3,yes,yes,Haha that was awesome...,loved,speaker,yes,42
1799,1009670,2673-3,yes,yes,"Great partner, fun game!",loved,listener,yes,49
1800,686392,3680-a,yes,yes,Thanks for the experiment!,liked,listener,yes,48
1801,659157,3028-b,yes,yes,no,loved,listener,yes,46
1802,895388,0354-3,yes,yes,Thanks,liked,listener,yes,34
1803,927383,7275-6,no,yes,That was fun!,liked,speaker,yes,41
1804,951670,4478-9,yes,yes,No comments at the current time.,liked,listener,yes,48
1805,545381,4337-1,yes,yes,,okay,listener,yes,34
1806,663039,7967-5,yes,yes,,okay,speaker,yes,49
1807,691784,1406-5,yes,yes,,loved,listener,yes,48
1808,1061539,2673-3,yes,yes,I enjoyed this game so much.,loved,speaker,yes,49
1809,705311,3680-a,yes,yes,Thank you.,loved,speaker,no,48
1810,632753,6673-7,yes,yes,,loved,listener,yes,48
1811,837534,2629-5,yes,yes,none,okay,speaker,yes,46
1812,800703,0255-b,yes,yes,No,loved,listener,yes,46
1813,942025,1420-4,yes,yes,,loved,listener,yes,41
1814,905773,7275-6,yes,yes,,okay,listener,yes,41
1815,611302,2242-7,yes,yes,,loved,listener,yes,47
1816,858088,7281-f,yes,yes,,okay,speaker,yes,44
1817,805673,1220-3,yes,yes,,liked,listener,yes,43
1818,653959,6576-b,yes,yes,,okay,speaker,yes,39
1819,1384624,7862-1,yes,yes,very interesting,okay,speaker,yes,47
1820,695620,4614-f,yes,yes,no,loved,listener,yes,47
1821,1779832,5027-a,yes,yes,That was great and I enjoyed this study very much. Thank you for the study.,loved,speaker,yes,44
1822,1722313,0315-b,yes,yes,,loved,speaker,yes,42
1823,1377030,4710-7,yes,yes,I wish I could talk to my partner more!  That was sooo much fun.,loved,speaker,yes,46
1824,118051,9458-2,yes,yes,My partner disappeared.,not much,listener,yes,0
1825,633701,8343-d,yes,yes,,loved,speaker,yes,44
1826,864793,9444-5,yes,yes,The partner in the game had a great grasp of descriptions. Quickly delivered messages about which colors were what.,loved,listener,yes,45
1827,513235,9890-f,yes,yes,I think my partner left the hit. I was directed to this page after my 26th round.,not much,listener,yes,22
1828,801880,7435-7,yes,yes,,not much,listener,yes,47
1829,1707962,0315-b,yes,yes,"Thanks, it&quotechars a lot of fun!",loved,listener,yes,42
1830,1636786,3800-7,yes,yes,Took me 32 minutes.  I enjoyed it tho.  I hope you will return for more of them.  Challenging and fun game!  Loved it!  Thank you.,loved,listener,yes,47
1831,599030,8551-1,yes,yes,,loved,listener,yes,47
1832,959728,0519-9,yes,yes,"Very fun experiment, but I would of liked a little more time to chat with my partner.  Thanks for the fun experiment!  It was great!  Good luck with your research.",loved,speaker,yes,44
1833,1600355,2651-e,yes,yes,I had so much fun with this one!,loved,speaker,yes,48
1834,928846,8663-3,yes,yes,The partner in the game was easy to work with and was very talkative. Had a great sense of humor too.,liked,listener,yes,42
1836,207872,5418-2,yes,yes,"My partner disappeared, I think?",not much,speaker,yes,0
1837,1339286,4710-7,yes,yes,Thanks!,loved,listener,yes,46
1838,747533,5455-3,yes,yes,,loved,speaker,yes,49
1839,737928,5455-3,yes,yes,,loved,listener,yes,49
1840,660239,1869-e,yes,yes,Fun! Different type of hit. Liked it.,liked,listener,yes,40
1841,656552,8891-9,yes,yes,,liked,speaker,yes,46
1842,162450,3604-d,yes,yes,,okay,speaker,yes,1
1843,830867,4926-1,yes,yes,,loved,listener,yes,47
1844,1266205,4926-1,yes,yes,Like!,loved,speaker,yes,47
1845,91525,5727-9,yes,yes,,okay,listener,yes,0
1846,972763,0415-a,yes,yes,,liked,listener,yes,43
1847,816808,9601-f,yes,yes,It was great fun! Thanks!!,loved,speaker,yes,47
1848,1081806,0415-a,yes,yes,My partner was easy to work with and very communicative.,liked,speaker,yes,43
1849,921323,1928-6,yes,yes,,loved,speaker,yes,48
1850,860379,9444-5,yes,yes,had an inside joke from reading turkopticon. was very fun!,loved,speaker,yes,45
1851,705427,1406-5,yes,yes,Awesome partner.,loved,speaker,yes,48
1852,1329278,0022-7,yes,yes,,loved,speaker,yes,46
1853,1333365,0022-7,yes,yes,thank you!,loved,listener,yes,46
